geneIDA	geneIDB	bitScore
MTR_2g011280	MTR_7g056663	872
MTR_2g011280	MTR_7g056667	884
MTR_2g011280	MTR_8g013560	822
MTR_2g011280	MTR_8g013580	808
MTR_2g011280	MTR_8g013610	808
MTR_2g011320	MTR_1g087360	45.8
MTR_2g011320	MTR_1g106565	70.9
MTR_2g011320	MTR_2g043540	73.2
MTR_2g011320	MTR_2g049970	41.6
MTR_2g011320	MTR_2g088010	48.9
MTR_2g011320	MTR_3g033050	77.0
MTR_2g011320	MTR_3g091950	73.2
MTR_2g011320	MTR_4g020020	48.9
MTR_2g011320	MTR_4g062430	70.1
MTR_2g011320	MTR_4g082210	43.1
MTR_2g011320	MTR_5g006910	42.4
MTR_2g011320	MTR_5g059810	80.1
MTR_2g011320	MTR_5g066290	81.3
MTR_2g011320	MTR_5g067090	62.4
MTR_2g011320	MTR_5g067330	65.9
MTR_2g011320	MTR_5g095195	73.9
MTR_2g011320	MTR_7g066930	49.7
MTR_2g011340	MTR_2g011240	1194
MTR_2g011340	MTR_7g056420	840
MTR_2g011340	MTR_7g056450	681
MTR_2g011340	MTR_7g056510	590
MTR_2g011340	MTR_7g056590	726
MTR_2g011340	MTR_7g056617	720
MTR_2g011340	MTR_7g056640	884
MTR_2g011340	MTR_7g056663	877
MTR_2g011340	MTR_7g056667	894
MTR_2g011340	MTR_8g013560	819
MTR_2g011340	MTR_8g013580	797
MTR_2g011340	MTR_8g013610	808
MTR_2g011370	MTR_5g037540	296
MTR_2g011400	MTR_1g052885	125
MTR_2g011400	MTR_2g081300	124
MTR_2g011400	MTR_2g081350	125
MTR_2g011400	MTR_2g081440	119
MTR_2g011400	MTR_2g081580	130
MTR_2g011400	MTR_2g089210	139
MTR_2g011400	MTR_8g027180	118
MTR_2g011400	MTR_8g466250	127
MTR_2g011490	MTR_4g091550	281
MTR_2g011520	MTR_3g096380	935
MTR_2g011520	MTR_8g093780	952
MTR_2g011580	MTR_0008s0170	499
MTR_2g011580	MTR_2g047968	477
MTR_2g011590	MTR_1g031650	169
MTR_2g011590	MTR_3g067585	291
MTR_2g011590	MTR_4g084280	176
MTR_2g011590	MTR_6g069470	228
MTR_2g011590	MTR_8g107340	242
MTR_2g011600	MTR_0008s0170	532
MTR_2g011600	MTR_2g011580	524
MTR_2g011600	MTR_2g089520	525
MTR_2g011600	MTR_4g050990	525
MTR_2g011640	MTR_4g091510	977
MTR_2g011640	MTR_8g464860	712
MTR_2g011700	MTR_3g065560	114
MTR_2g011700	MTR_4g079830	117
MTR_2g011700	MTR_4g079980	150
MTR_2g011700	MTR_5g089140	157
MTR_2g011700	MTR_5g089220	148
MTR_2g011700	MTR_5g089250	154
MTR_2g011730	MTR_4g045993	802
MTR_2g011730	MTR_4g045997	761
MTR_2g011730	MTR_4g091240	857
MTR_2g011810	MTR_2g450080	623
MTR_2g011810	MTR_4g090970	1010
MTR_2g011810	MTR_4g128600	817
MTR_2g012270	MTR_1g056550	351
MTR_2g012270	MTR_1g056560	345
MTR_2g012270	MTR_7g106420	308
MTR_2g012300	MTR_8g064580	89.4
MTR_2g012370	MTR_2g010580	158
MTR_2g012370	MTR_2g010590	252
MTR_2g012370	MTR_2g010600	300
MTR_2g012370	MTR_2g010610	225
MTR_2g012370	MTR_2g010630	223
MTR_2g012370	MTR_2g010640	176
MTR_2g012370	MTR_2g010650	206
MTR_2g012370	MTR_2g010670	167
MTR_2g012370	MTR_2g010690	163
MTR_2g012370	MTR_2g010700	184
MTR_2g012370	MTR_2g435490	199
MTR_2g012370	MTR_4g092540	150
MTR_2g012370	MTR_4g128750	151
MTR_2g012380	MTR_2g012420	488
MTR_2g012380	MTR_4g050710	349
MTR_2g012410	MTR_3g084150	160
MTR_2g012410	MTR_3g084160	119
MTR_2g012410	MTR_3g084170	172
MTR_2g012410	MTR_3g084180	157
MTR_2g012410	MTR_3g084190	124
MTR_2g012410	MTR_3g084200	128
MTR_2g012410	MTR_3g084210	125
MTR_2g012410	MTR_3g084220	164
MTR_2g012410	MTR_3g084230	120
MTR_2g012410	MTR_3g084240	170
MTR_2g012410	MTR_3g084250	133
MTR_2g012410	MTR_3g084260	160
MTR_2g012410	MTR_3g092220	63.2
MTR_2g012410	MTR_3g110032	164
MTR_2g012410	MTR_3g110038	159
MTR_2g012410	MTR_3g110042	149
MTR_2g012410	MTR_3g110045	119
MTR_2g012410	MTR_3g113310	82.0
MTR_2g012410	MTR_3g117610	82.0
MTR_2g012410	MTR_3g117630	145
MTR_2g012410	MTR_3g117640	99.8
MTR_2g012410	MTR_4g021810	61.2
MTR_2g012410	MTR_4g072190	79.3
MTR_2g012410	MTR_4g072220	131
MTR_2g012410	MTR_4g072230	135
MTR_2g012410	MTR_4g072240	134
MTR_2g012410	MTR_4g072250	142
MTR_2g012410	MTR_4g072260	129
MTR_2g012410	MTR_4g072270	143
MTR_2g012410	MTR_4g072280	92.4
MTR_2g012410	MTR_4g072290	99.4
MTR_2g012410	MTR_4g072300	131
MTR_2g012410	MTR_4g072310	142
MTR_2g012410	MTR_4g072330	136
MTR_2g012410	MTR_4g072370	137
MTR_2g012410	MTR_4g072380	124
MTR_2g012410	MTR_4g072450	115
MTR_2g012410	MTR_4g072460	124
MTR_2g012410	MTR_4g072465	128
MTR_2g012410	MTR_4g072470	130
MTR_2g012410	MTR_4g072480	132
MTR_2g012410	MTR_4g072490	134
MTR_2g012410	MTR_4g072500	143
MTR_2g012410	MTR_4g072530	138
MTR_2g012410	MTR_4g072540	122
MTR_2g012410	MTR_4g072550	111
MTR_2g012410	MTR_4g072560	109
MTR_2g012410	MTR_4g072570	131
MTR_2g012410	MTR_4g072580	127
MTR_2g012410	MTR_4g072590	120
MTR_2g012410	MTR_4g072600	119
MTR_2g012410	MTR_4g072610	122
MTR_2g012410	MTR_4g072620	130
MTR_2g012410	MTR_4g072630	128
MTR_2g012410	MTR_4g072640	134
MTR_2g012410	MTR_4g072650	119
MTR_2g012410	MTR_4g072660	120
MTR_2g012410	MTR_4g072680	129
MTR_2g012410	MTR_4g072690	115
MTR_2g012410	MTR_4g072720	123
MTR_2g012410	MTR_4g072730	128
MTR_2g012410	MTR_4g072740	132
MTR_2g012410	MTR_4g072750	91.7
MTR_2g012410	MTR_4g072770	106
MTR_2g012410	MTR_4g072820	119
MTR_2g012410	MTR_4g072830	130
MTR_2g012410	MTR_4g072840	75.9
MTR_2g012410	MTR_4g072850	129
MTR_2g012410	MTR_4g072860	136
MTR_2g012410	MTR_4g072870	135
MTR_2g012410	MTR_4g072880	143
MTR_2g012410	MTR_4g072890	129
MTR_2g012410	MTR_4g072910	104
MTR_2g012410	MTR_4g072930	86.3
MTR_2g012410	MTR_4g072940	116
MTR_2g012410	MTR_4g072980	107
MTR_2g012410	MTR_5g008350	115
MTR_2g012410	MTR_5g008360	118
MTR_2g012410	MTR_5g008370	124
MTR_2g012410	MTR_5g021820	76.3
MTR_2g012410	MTR_6g077850	82.4
MTR_2g012410	MTR_8g076040	77.0
MTR_2g012410	MTR_8g461400	108
MTR_2g012410	MTR_8g461410	159
MTR_2g012410	MTR_8g461420	123
MTR_2g012420	MTR_2g012380	488
MTR_2g012420	MTR_4g050710	491
MTR_2g012420	MTR_4g050760	618
MTR_2g012440	MTR_4g090610	222
MTR_2g012543	MTR_1g024970	101
MTR_2g012543	MTR_2g066040	123
MTR_2g012543	MTR_2g461780	108
MTR_2g012543	MTR_4g028240	97.1
MTR_2g012543	MTR_5g047980	105
MTR_2g012543	MTR_5g076090	103
MTR_2g012543	MTR_6g071415	112
MTR_2g012543	MTR_7g018900	111
MTR_2g012543	MTR_8g466420	130
MTR_2g012543	MTR_8g468340	55.1
MTR_2g012550	MTR_5g087760	232
MTR_2g012560	MTR_4g090510	397
MTR_2g012570	MTR_1g078290	342
MTR_2g012570	MTR_2g005330	346
MTR_2g012640	MTR_3g065520	52.8
MTR_2g012650	MTR_2g036890	1123
MTR_2g012700	MTR_2g062330	203
MTR_2g012740	MTR_5g065910	36.6
MTR_2g012740	MTR_5g066850	37.0
MTR_2g012770	MTR_0003s0090	773
MTR_2g012770	MTR_0019s0100	1060
MTR_2g012770	MTR_0038s0040	573
MTR_2g012770	MTR_0038s0080	1045
MTR_2g012770	MTR_0277s0010	929
MTR_2g012770	MTR_0277s0020	934
MTR_2g012770	MTR_0349s0020	600
MTR_2g012770	MTR_0419s0040	953
MTR_2g012770	MTR_1g007300	934
MTR_2g012770	MTR_1g060030	723
MTR_2g012770	MTR_1g063960	867
MTR_2g012770	MTR_2g040230	737
MTR_2g012770	MTR_2g040350	726
MTR_2g012770	MTR_2g041070	907
MTR_2g012770	MTR_4g016610	987
MTR_2g012770	MTR_4g050910	783
MTR_2g012770	MTR_4g051662	730
MTR_2g012770	MTR_4g051682	750
MTR_2g012770	MTR_4g051698	903
MTR_2g012770	MTR_4g051715	891
MTR_2g012770	MTR_4g051738	918
MTR_2g012770	MTR_5g038180	1046
MTR_2g012770	MTR_6g008140	824
MTR_2g012770	MTR_6g069560	888
MTR_2g012770	MTR_6g071430	863
MTR_2g012770	MTR_6g071790	853
MTR_2g012770	MTR_6g071925	631
MTR_2g012770	MTR_6g071935	910
MTR_2g012770	MTR_6g071945	946
MTR_2g012770	MTR_6g072290	688
MTR_2g012770	MTR_6g072310	922
MTR_2g012770	MTR_6g072320	946
MTR_2g012770	MTR_6g072450	910
MTR_2g012770	MTR_6g072460	859
MTR_2g012770	MTR_6g072480	908
MTR_2g012770	MTR_6g072510	838
MTR_2g012770	MTR_6g072540	864
MTR_2g012770	MTR_6g072590	882
MTR_2g012770	MTR_6g072760	852
MTR_2g012770	MTR_6g072780	716
MTR_2g012770	MTR_6g073250	853
MTR_2g012770	MTR_6g074090	785
MTR_2g012770	MTR_6g074470	822
MTR_2g012770	MTR_6g074620	848
MTR_2g012770	MTR_6g074650	699
MTR_2g012770	MTR_6g074660	929
MTR_2g012770	MTR_6g074780	709
MTR_2g012770	MTR_6g074810	888
MTR_2g012770	MTR_6g074820	907
MTR_2g012770	MTR_6g074855	879
MTR_2g012770	MTR_6g074875	920
MTR_2g012770	MTR_6g075640	862
MTR_2g012770	MTR_6g075690	936
MTR_2g012770	MTR_6g075870	623
MTR_2g012770	MTR_6g075880	932
MTR_2g012770	MTR_6g075930	575
MTR_2g012770	MTR_6g075970	1045
MTR_2g012770	MTR_6g076090	1286
MTR_2g012770	MTR_6g076220	1046
MTR_2g012770	MTR_6g077500	1049
MTR_2g012770	MTR_6g078480	696
MTR_2g012770	MTR_6g078490	578
MTR_2g012770	MTR_6g083860	938
MTR_2g012770	MTR_6g471160	649
MTR_2g012770	MTR_6g471260	548
MTR_2g012770	MTR_6g472230	854
MTR_2g012770	MTR_6g472300	862
MTR_2g012770	MTR_6g477730	861
MTR_2g012770	MTR_6g478020	944
MTR_2g012770	MTR_6g478030	965
MTR_2g012770	MTR_8g042470	800
MTR_2g012770	MTR_8g042650	781
MTR_2g012770	MTR_8g042660	766
MTR_2g012770	MTR_8g069625	895
MTR_2g012770	MTR_8g087130	640
MTR_2g012830	MTR_1g115215	882
MTR_2g012850	MTR_2g012860	754
MTR_2g012850	MTR_4g089155	788
MTR_2g012850	MTR_4g122950	473
MTR_2g012850	MTR_4g122960	461
MTR_2g012860	MTR_2g012850	754
MTR_2g012860	MTR_4g089155	708
MTR_2g012870	MTR_2g012900	1419
MTR_2g012920	MTR_2g012940	196
MTR_2g012920	MTR_4g089115	228
MTR_2g012940	MTR_2g012920	196
MTR_2g012940	MTR_2g079900	157
MTR_2g012940	MTR_2g079950	157
MTR_2g012940	MTR_4g089115	212
MTR_2g012945	MTR_1g033640	66.2
MTR_2g012945	MTR_5g022360	49.3
MTR_2g012945	MTR_5g022660	70.9
MTR_2g012945	MTR_5g093400	65.5
MTR_2g012945	MTR_7g006620	57.8
MTR_2g012945	MTR_7g076180	53.9
MTR_2g012945	MTR_7g100520	46.6
MTR_2g013010	MTR_4g036500	880
MTR_2g013030	MTR_2g013010	936
MTR_2g013030	MTR_4g036500	949
MTR_2g013080	MTR_3g463720	207
MTR_2g013080	MTR_4g015600	219
MTR_2g013080	MTR_4g088950	286
MTR_2g013080	MTR_7g068290	217
MTR_2g013120	MTR_2g027220	937
MTR_2g013130	MTR_3g005670	468
MTR_2g013130	MTR_4g031680	500
MTR_2g013140	MTR_2g079670	175
MTR_2g013140	MTR_4g088955	291
MTR_2g013160	MTR_4g088965	1384
MTR_2g013210	MTR_2g064930	218
MTR_2g013210	MTR_4g088975	533
MTR_2g013210	MTR_7g068190	375
MTR_2g013210	MTR_8g461260	341
MTR_2g013230	MTR_2g013260	589
MTR_2g013250	MTR_2g013230	598
MTR_2g013250	MTR_2g013260	560
MTR_2g013310	MTR_3g116240	434
MTR_2g013310	MTR_4g069500	441
MTR_2g013310	MTR_4g072030	416
MTR_2g013350	MTR_4g089085	800
MTR_2g013370	MTR_4g089095	250
MTR_2g013390	MTR_0722s0030	97.1
MTR_2g013390	MTR_1g007930	116
MTR_2g013390	MTR_1g023110	57.0
MTR_2g013390	MTR_1g078010	45.1
MTR_2g013390	MTR_1g079880	62.4
MTR_2g013390	MTR_1g084680	54.3
MTR_2g013390	MTR_1g086360	84.3
MTR_2g013390	MTR_1g098890	35.0
MTR_2g013390	MTR_1g099450	50.8
MTR_2g013390	MTR_1g101287	62.4
MTR_2g013390	MTR_2g010170	79.7
MTR_2g013390	MTR_2g018720	110
MTR_2g013390	MTR_2g028540	99.4
MTR_2g013390	MTR_2g045045	37.4
MTR_2g013390	MTR_2g045300	57.4
MTR_2g013390	MTR_2g060750	104
MTR_2g013390	MTR_2g064710	33.9
MTR_2g013390	MTR_2g081920	101
MTR_2g013390	MTR_2g084130	92.0
MTR_2g013390	MTR_2g086940	111
MTR_2g013390	MTR_2g089610	63.2
MTR_2g013390	MTR_2g089630	102
MTR_2g013390	MTR_2g096390	117
MTR_2g013390	MTR_2g460770	59.7
MTR_2g013390	MTR_3g011900	118
MTR_2g013390	MTR_3g032420	56.2
MTR_2g013390	MTR_3g064410	120
MTR_2g013390	MTR_3g080950	69.3
MTR_2g013390	MTR_3g099410	61.2
MTR_2g013390	MTR_3g104610	33.5
MTR_2g013390	MTR_3g105500	90.1
MTR_2g013390	MTR_3g105940	88.2
MTR_2g013390	MTR_3g463380	55.1
MTR_2g013390	MTR_4g021590	99.0
MTR_2g013390	MTR_4g054770	61.2
MTR_2g013390	MTR_4g057350	111
MTR_2g013390	MTR_4g061190	50.1
MTR_2g013390	MTR_4g062160	115
MTR_2g013390	MTR_4g064190	102
MTR_2g013390	MTR_4g078355	63.2
MTR_2g013390	MTR_4g091310	47.0
MTR_2g013390	MTR_4g114840	52.4
MTR_2g013390	MTR_5g004890	46.2
MTR_2g013390	MTR_5g009950	95.5
MTR_2g013390	MTR_5g022980	58.2
MTR_2g013390	MTR_5g026560	92.4
MTR_2g013390	MTR_5g034080	50.8
MTR_2g013390	MTR_5g064830	57.4
MTR_2g013390	MTR_5g065910	42.0
MTR_2g013390	MTR_5g066470	85.1
MTR_2g013390	MTR_5g067450	105
MTR_2g013390	MTR_5g067520	52.0
MTR_2g013390	MTR_5g067710	105
MTR_2g013390	MTR_5g074460	111
MTR_2g013390	MTR_5g088870	59.3
MTR_2g013390	MTR_6g035325	67.0
MTR_2g013390	MTR_6g055240	75.5
MTR_2g013390	MTR_6g077880	57.4
MTR_2g013390	MTR_6g465210	66.2
MTR_2g013390	MTR_6g466140	48.1
MTR_2g013390	MTR_7g005490	102
MTR_2g013390	MTR_7g024360	56.2
MTR_2g013390	MTR_7g028610	67.4
MTR_2g013390	MTR_7g060830	92.0
MTR_2g013390	MTR_7g078750	114
MTR_2g013390	MTR_7g089240	70.1
MTR_2g013390	MTR_7g098020	61.2
MTR_2g013390	MTR_7g107370	107
MTR_2g013390	MTR_7g115540	75.1
MTR_2g013390	MTR_7g117020	54.7
MTR_2g013390	MTR_7g118370	77.8
MTR_2g013390	MTR_8g027800	63.5
MTR_2g013390	MTR_8g073350	56.6
MTR_2g013390	MTR_8g104320	81.6
MTR_2g013390	MTR_8g464470	61.2
MTR_2g013450	MTR_8g059115	390
MTR_2g013550	MTR_4g088875	222
MTR_2g013580	MTR_2g090375	2311
MTR_2g013580	MTR_4g078220	2546
MTR_2g013650	MTR_4g020620	1305
MTR_2g013650	MTR_4g088835	1165
MTR_2g013680	MTR_0271s0070	207
MTR_2g013680	MTR_1g092420	206
MTR_2g013690	MTR_2g085170	568
MTR_2g013690	MTR_4g088785	807
MTR_2g013780	MTR_2g013880	435
MTR_2g013780	MTR_4g078310	269
MTR_2g013850	MTR_0057s0070	172
MTR_2g013850	MTR_0116s0080	184
MTR_2g013850	MTR_0219s0100	176
MTR_2g013850	MTR_1g009970	175
MTR_2g013850	MTR_1g016830	176
MTR_2g013850	MTR_1g037100	197
MTR_2g013850	MTR_1g083145	193
MTR_2g013850	MTR_2g026625	182
MTR_2g013850	MTR_2g090810	231
MTR_2g013850	MTR_2g093330	199
MTR_2g013850	MTR_2g105470	165
MTR_2g013850	MTR_3g040790	197
MTR_2g013850	MTR_3g110072	191
MTR_2g013850	MTR_4g012757	192
MTR_2g013850	MTR_4g052570	201
MTR_2g013850	MTR_4g105210	108
MTR_2g013850	MTR_5g026700	195
MTR_2g013850	MTR_5g045980	114
MTR_2g013850	MTR_5g089410	200
MTR_2g013850	MTR_5g413315	167
MTR_2g013850	MTR_6g083230	167
MTR_2g013850	MTR_7g055613	162
MTR_2g013850	MTR_7g115520	183
MTR_2g013850	MTR_8g005080	219
MTR_2g013850	MTR_8g020443	182
MTR_2g013850	MTR_8g099210	187
MTR_2g013850	MTR_8g409320	179
MTR_2g013890	MTR_0029s0090	62.8
MTR_2g013890	MTR_2g022440	63.2
MTR_2g013890	MTR_3g060870	60.1
MTR_2g013890	MTR_3g099950	62.0
MTR_2g013890	MTR_4g036305	51.6
MTR_2g013890	MTR_5g047230	58.9
MTR_2g013890	MTR_8g464790	55.8
MTR_2g013900	MTR_3g078000	341
MTR_2g013900	MTR_4g088745	537
MTR_2g013900	MTR_4g088750	687
MTR_2g013900	MTR_4g088755	536
MTR_2g013900	MTR_4g105770	324
MTR_2g013900	MTR_4g132860	343
MTR_2g013950	MTR_2g079120	153
MTR_2g013950	MTR_4g088695	174
MTR_2g013970	MTR_1g072660	55.5
MTR_2g013970	MTR_4g132410	68.2
MTR_2g013990	MTR_4g031410	181
MTR_2g013990	MTR_4g031755	181
MTR_2g014030	MTR_7g053160	405
MTR_2g014100	MTR_0019s0290	278
MTR_2g014100	MTR_0337s0040	336
MTR_2g014100	MTR_0558s0020	448
MTR_2g014100	MTR_1g055240	281
MTR_2g014100	MTR_1g083640	460
MTR_2g014100	MTR_3g008240	363
MTR_2g014100	MTR_4g040430	364
MTR_2g014100	MTR_5g071590	303
MTR_2g014100	MTR_8g446020	347
MTR_2g014120	MTR_7g108540	465
MTR_2g014200	MTR_2g078770	123
MTR_2g014200	MTR_4g088555	154
MTR_2g014200	MTR_8g463140	120
MTR_2g014220	MTR_3g078653	385
MTR_2g014300	MTR_4g078710	113
MTR_2g014360	MTR_2g090635	191
MTR_2g014370	MTR_4g078770	57.8
MTR_2g014380	MTR_4g088390	142
MTR_2g014410	MTR_5g040080	350
MTR_2g014470	MTR_2g090705	425
MTR_2g014470	MTR_4g078850	486
MTR_2g014470	MTR_5g037880	211
MTR_2g014480	MTR_2g014470	429
MTR_2g014480	MTR_2g090705	379
MTR_2g014480	MTR_3g108020	318
MTR_2g014480	MTR_4g015840	390
MTR_2g014480	MTR_4g078850	417
MTR_2g014520	MTR_2g014550	370
MTR_2g014520	MTR_4g078870	216
MTR_2g014520	MTR_4g088335	305
MTR_2g014550	MTR_2g014520	370
MTR_2g014550	MTR_4g078870	224
MTR_2g014550	MTR_4g088335	311
MTR_2g014560	MTR_2g090710	1019
MTR_2g014560	MTR_4g088320	1398
MTR_2g014590	MTR_6g047800	352
MTR_2g014680	MTR_1g093680	237
MTR_2g014680	MTR_2g090735	312
MTR_2g014680	MTR_4g078875	322
MTR_2g014680	MTR_4g088245	385
MTR_2g014680	MTR_8g069160	329
MTR_2g014720	MTR_2g014840	1098
MTR_2g014730	MTR_2g014720	966
MTR_2g014730	MTR_2g014840	1442
MTR_2g014730	MTR_3g020890	1062
MTR_2g014760	MTR_2g090755	145
MTR_2g014760	MTR_4g079110	140
MTR_2g014785	MTR_1g106935	73.6
MTR_2g014785	MTR_2g072860	105
MTR_2g014785	MTR_3g053390	72.0
MTR_2g014785	MTR_3g067785	109
MTR_2g014785	MTR_3g108260	77.8
MTR_2g014785	MTR_3g464850	103
MTR_2g014785	MTR_4g013220	109
MTR_2g014785	MTR_4g026120	109
MTR_2g014785	MTR_4g036435	109
MTR_2g014785	MTR_5g066280	109
MTR_2g014785	MTR_7g062380	122
MTR_2g014785	MTR_7g083520	111
MTR_2g014790	MTR_2g073570	114
MTR_2g014790	MTR_7g068700	93.6
MTR_2g014790	MTR_7g084840	73.2
MTR_2g014790	MTR_8g017060	117
MTR_2g014790	MTR_8g063810	63.9
MTR_2g014810	MTR_1g017480	115
MTR_2g014810	MTR_8g009920	78.2
MTR_2g014840	MTR_3g020890	1273
MTR_2g014845	MTR_5g056500	63.5
MTR_2g014845	MTR_8g074230	83.2
MTR_2g014900	MTR_2g014930	326
MTR_2g014900	MTR_2g083390	508
MTR_2g014900	MTR_2g083420	502
MTR_2g014900	MTR_2g083480	531
MTR_2g014900	MTR_2g083490	518
MTR_2g014900	MTR_4g079250	564
MTR_2g014900	MTR_4g079270	558
MTR_2g014910	MTR_2g014940	134
MTR_2g014920	MTR_2g014960	724
MTR_2g014940	MTR_2g014910	134
MTR_2g014950	MTR_4g088110	181
MTR_2g014990	MTR_0262s0050	263
MTR_2g014990	MTR_1g052475	275
MTR_2g014990	MTR_1g078200	238
MTR_2g014990	MTR_2g005510	303
MTR_2g014990	MTR_2g075950	355
MTR_2g014990	MTR_2g083860	333
MTR_2g014990	MTR_2g090865	360
MTR_2g014990	MTR_3g069510	306
MTR_2g014990	MTR_3g086980	256
MTR_2g014990	MTR_3g096350	125
MTR_2g014990	MTR_4g064897	304
MTR_2g014990	MTR_4g079350	423
MTR_2g014990	MTR_4g088090	429
MTR_2g014990	MTR_6g079550	257
MTR_2g014990	MTR_7g051940	228
MTR_2g014990	MTR_7g405790	236
MTR_2g014990	MTR_8g006970	172
MTR_2g014990	MTR_8g027220	259
MTR_2g014990	MTR_8g031830	161
MTR_2g014990	MTR_8g031870	173
MTR_2g014990	MTR_8g036220	237
MTR_2g014990	MTR_8g089985	261
MTR_2g014990	MTR_8g107070	228
MTR_2g015040	MTR_1g043350	99.0
MTR_2g015040	MTR_1g070045	78.6
MTR_2g015040	MTR_1g074370	112
MTR_2g015040	MTR_4g088005	155
MTR_2g015040	MTR_7g020980	80.5
MTR_2g015080	MTR_4g087985	477
MTR_2g015130	MTR_4g017125	125
MTR_2g015270	MTR_2g015260	1110
MTR_2g015290	MTR_2g015280	1453
MTR_2g015310	MTR_2g015280	1302
MTR_2g015310	MTR_2g015290	1288
MTR_2g015330	MTR_4g048110	317
MTR_2g015480	MTR_2g015500	287
MTR_2g015480	MTR_2g015510	277
MTR_2g015490	MTR_3g116650	125
MTR_2g015490	MTR_5g015450	121
MTR_2g015490	MTR_6g016330	106
MTR_2g015490	MTR_6g048900	114
MTR_2g015490	MTR_6g082270	87.0
MTR_2g015490	MTR_8g039790	117
MTR_2g015500	MTR_2g015480	287
MTR_2g015500	MTR_2g015510	431
MTR_2g015510	MTR_2g015480	277
MTR_2g015510	MTR_2g015500	431
MTR_2g015540	MTR_2g090695	47.0
MTR_2g015550	MTR_2g006790	854
MTR_2g015550	MTR_4g109890	603
MTR_2g015560	MTR_2g009330	824
MTR_2g015560	MTR_4g017200	955
MTR_2g015560	MTR_5g046610	952
MTR_2g015560	MTR_7g069500	905
MTR_2g015560	MTR_7g069540	956
MTR_2g015580	MTR_2g015630	569
MTR_2g015590	MTR_2g015580	335
MTR_2g015590	MTR_2g015630	313
MTR_2g015610	MTR_1788s0010	130
MTR_2g015610	MTR_1g011440	101
MTR_2g015610	MTR_1g056650	117
MTR_2g015610	MTR_1g072220	126
MTR_2g015610	MTR_1g073290	155
MTR_2g015610	MTR_1g087080	172
MTR_2g015610	MTR_1g091180	156
MTR_2g015610	MTR_1g096860	116
MTR_2g015610	MTR_1g100617	107
MTR_2g015610	MTR_1g108420	105
MTR_2g015610	MTR_2g015800	68.2
MTR_2g015610	MTR_2g091000	81.6
MTR_2g015610	MTR_2g099880	107
MTR_2g015610	MTR_3g007370	85.1
MTR_2g015610	MTR_3g031560	81.6
MTR_2g015610	MTR_3g056250	105
MTR_2g015610	MTR_3g084550	129
MTR_2g015610	MTR_3g102720	147
MTR_2g015610	MTR_5g054640	137
MTR_2g015610	MTR_7g027115	126
MTR_2g015610	MTR_7g060710	119
MTR_2g015610	MTR_7g088780	103
MTR_2g015610	MTR_8g018670	105
MTR_2g015650	MTR_0029s0050	363
MTR_2g015650	MTR_0029s0100	360
MTR_2g015650	MTR_2g015590	257
MTR_2g015650	MTR_2g015670	624
MTR_2g015650	MTR_2g079080	363
MTR_2g015650	MTR_2g079090	366
MTR_2g015650	MTR_3g069780	371
MTR_2g015650	MTR_3g438030	366
MTR_2g015650	MTR_3g448360	368
MTR_2g015670	MTR_2g015650	624
MTR_2g015680	MTR_1g111970	150
MTR_2g015680	MTR_2g029270	150
MTR_2g015720	MTR_3g021060	384
MTR_2g015720	MTR_3g021090	369
MTR_2g015720	MTR_3g035830	377
MTR_2g015720	MTR_3g464570	280
MTR_2g015720	MTR_4g079700	436
MTR_2g015720	MTR_4g088030	517
MTR_2g015720	MTR_5g071350	367
MTR_2g015725	MTR_5g024650	48.5
MTR_2g015800	MTR_1g011440	65.5
MTR_2g015800	MTR_1g073290	64.3
MTR_2g015800	MTR_1g087080	67.0
MTR_2g015800	MTR_1g091180	65.9
MTR_2g015800	MTR_1g100617	65.5
MTR_2g015800	MTR_1g108420	65.9
MTR_2g015800	MTR_2g015610	68.2
MTR_2g015800	MTR_3g056250	67.0
MTR_2g015800	MTR_3g102720	67.0
MTR_2g015800	MTR_7g088780	60.8
MTR_2g015800	MTR_8g018670	63.2
MTR_2g015835	MTR_1g031070	77.0
MTR_2g015835	MTR_1g038700	127
MTR_2g015835	MTR_1g041330	126
MTR_2g015835	MTR_1g094285	108
MTR_2g015835	MTR_2g018300	107
MTR_2g015835	MTR_2g019610	97.1
MTR_2g015835	MTR_2g027315	121
MTR_2g015835	MTR_2g033420	105
MTR_2g015835	MTR_2g067480	118
MTR_2g015835	MTR_2g076430	105
MTR_2g015835	MTR_2g087630	105
MTR_2g015835	MTR_2g435830	91.7
MTR_2g015835	MTR_2g436160	91.3
MTR_2g015835	MTR_3g049915	94.7
MTR_2g015835	MTR_3g056420	120
MTR_2g015835	MTR_3g071495	118
MTR_2g015835	MTR_3g435810	124
MTR_2g015835	MTR_4g006020	115
MTR_2g015835	MTR_4g006380	89.4
MTR_2g015835	MTR_4g021320	107
MTR_2g015835	MTR_4g021560	99.0
MTR_2g015835	MTR_4g057140	67.8
MTR_2g015835	MTR_4g064580	85.1
MTR_2g015835	MTR_4g070820	119
MTR_2g015835	MTR_4g070990	120
MTR_2g015835	MTR_4g072200	113
MTR_2g015835	MTR_4g077230	64.3
MTR_2g015835	MTR_4g101980	89.7
MTR_2g015835	MTR_4g107990	113
MTR_2g015835	MTR_4g123995	120
MTR_2g015835	MTR_5g006550	89.7
MTR_2g015835	MTR_5g017240	97.1
MTR_2g015835	MTR_5g017910	98.6
MTR_2g015835	MTR_5g020330	126
MTR_2g015835	MTR_5g039320	123
MTR_2g015835	MTR_5g040220	102
