geneIDA	geneIDB	bitScore
MTR_2g084110	MTR_5g083860	385
MTR_2g084110	MTR_7g026990	337
MTR_2g084110	MTR_7g072480	356
MTR_2g084110	MTR_7g072510	378
MTR_2g084110	MTR_8g076820	311
MTR_2g084130	MTR_0722s0030	72.0
MTR_2g084130	MTR_1g007930	84.7
MTR_2g084130	MTR_1g023110	55.1
MTR_2g084130	MTR_1g079880	57.8
MTR_2g084130	MTR_1g099450	59.3
MTR_2g084130	MTR_2g013390	92.0
MTR_2g084130	MTR_2g028540	94.7
MTR_2g084130	MTR_2g060750	80.1
MTR_2g084130	MTR_2g081920	127
MTR_2g084130	MTR_2g089610	68.9
MTR_2g084130	MTR_2g096390	90.5
MTR_2g084130	MTR_3g011900	88.2
MTR_2g084130	MTR_3g032420	58.5
MTR_2g084130	MTR_3g064410	89.0
MTR_2g084130	MTR_3g099410	65.1
MTR_2g084130	MTR_3g105500	110
MTR_2g084130	MTR_3g105940	120
MTR_2g084130	MTR_4g021590	118
MTR_2g084130	MTR_4g054770	61.6
MTR_2g084130	MTR_4g057350	84.3
MTR_2g084130	MTR_4g061190	53.9
MTR_2g084130	MTR_4g114840	55.5
MTR_2g084130	MTR_5g009950	124
MTR_2g084130	MTR_5g022980	58.9
MTR_2g084130	MTR_5g026560	62.4
MTR_2g084130	MTR_5g034080	54.3
MTR_2g084130	MTR_5g066470	117
MTR_2g084130	MTR_5g067710	82.4
MTR_2g084130	MTR_5g074460	87.8
MTR_2g084130	MTR_5g088870	62.0
MTR_2g084130	MTR_6g077880	55.5
MTR_2g084130	MTR_7g005490	77.8
MTR_2g084130	MTR_7g024360	61.6
MTR_2g084130	MTR_7g060830	128
MTR_2g084130	MTR_7g078750	95.1
MTR_2g084130	MTR_7g089240	62.0
MTR_2g084130	MTR_7g098020	61.2
MTR_2g084130	MTR_7g107370	77.8
MTR_2g084130	MTR_7g117020	52.0
MTR_2g084130	MTR_8g073350	59.7
MTR_2g084130	MTR_8g104320	110
MTR_2g084160	MTR_2g084195	98.6
MTR_2g084160	MTR_2g084200	45.1
MTR_2g084170	MTR_2g084180	66.6
MTR_2g084170	MTR_2g084190	81.6
MTR_2g084170	MTR_2g084200	80.9
MTR_2g084170	MTR_2g084210	60.1
MTR_2g084170	MTR_2g084215	70.9
MTR_2g084170	MTR_4g026380	38.1
MTR_2g084170	MTR_4g026390	35.4
MTR_2g084170	MTR_4g026430	43.9
MTR_2g084180	MTR_2g084210	51.2
MTR_2g084190	MTR_2g084170	81.6
MTR_2g084190	MTR_2g084180	71.6
MTR_2g084190	MTR_2g084200	87.0
MTR_2g084190	MTR_2g084210	58.5
MTR_2g084190	MTR_2g084215	66.2
MTR_2g084190	MTR_4g026380	41.6
MTR_2g084190	MTR_4g026390	37.0
MTR_2g084190	MTR_4g026430	46.2
MTR_2g084190	MTR_4g026440	39.3
MTR_2g084195	MTR_2g084160	98.6
MTR_2g084195	MTR_2g084180	33.9
MTR_2g084195	MTR_2g084200	38.1
MTR_2g084195	MTR_2g084210	35.4
MTR_2g084195	MTR_2g084215	30.8
MTR_2g084210	MTR_2g084200	56.2
MTR_2g084210	MTR_2g084215	65.9
MTR_2g084215	MTR_2g084200	56.2
MTR_2g084225	MTR_2g016230	295
MTR_2g084225	MTR_4g080083	317
MTR_2g084245	MTR_4g057500	639
MTR_2g084280	MTR_4g057270	362
MTR_2g084300	MTR_4g060980	123
MTR_2g084300	MTR_5g027310	94.7
MTR_2g084300	MTR_8g101420	114
MTR_2g084340	MTR_2g084390	215
MTR_2g084340	MTR_8g069985	235
MTR_2g084375	MTR_2g084410	496
MTR_2g084390	MTR_2g084340	215
MTR_2g084390	MTR_8g069985	238
MTR_2g084410	MTR_2g084375	496
MTR_2g084465	MTR_0118s0040	329
MTR_2g084465	MTR_1g081340	323
MTR_2g084465	MTR_1g116150	372
MTR_2g084465	MTR_2g058780	379
MTR_2g084465	MTR_3g031910	324
MTR_2g084465	MTR_4g132830	353
MTR_2g084465	MTR_5g059380	367
MTR_2g084465	MTR_5g071480	375
MTR_2g084465	MTR_6g044370	239
MTR_2g084465	MTR_7g104240	286
MTR_2g084510	MTR_2g084495	248
MTR_2g084525	MTR_2g084495	254
MTR_2g084525	MTR_2g084510	374
MTR_2g084535	MTR_2g075300	585
MTR_2g084535	MTR_7g105400	450
MTR_2g084550	MTR_1g061940	539
MTR_2g084550	MTR_4g056420	703
MTR_2g084550	MTR_7g102750	581
MTR_2g084555	MTR_1g061690	753
MTR_2g084555	MTR_4g056390	816
MTR_2g084560	MTR_2g073330	175
MTR_2g084560	MTR_8g015790	143
MTR_2g084585	MTR_2g100620	428
MTR_2g084725	MTR_3g030420	57.8
MTR_2g084805	MTR_4g055420	178
MTR_2g084875	MTR_4g055310	679
MTR_2g084895	MTR_4g055290	1009
MTR_2g084925	MTR_4g055270	238
MTR_2g084965	MTR_4g055230	371
MTR_2g085025	MTR_7g104020	184
MTR_2g085045	MTR_4g053330	110
MTR_2g085045	MTR_4g101930	110
MTR_2g085085	MTR_0227s0020	110
MTR_2g085090	MTR_0157s0070	241
MTR_2g085090	MTR_7g092720	240
MTR_2g085155	MTR_2g086010	254
MTR_2g085200	MTR_2g090405	703
MTR_2g085200	MTR_4g109090	591
MTR_2g085250	MTR_0121s0080	275
MTR_2g085250	MTR_1g012570	299
MTR_2g085250	MTR_1g075600	313
MTR_2g085250	MTR_1g077360	315
MTR_2g085250	MTR_1g105905	275
MTR_2g085250	MTR_1g105910	300
MTR_2g085250	MTR_1g105920	311
MTR_2g085250	MTR_1g108510	274
MTR_2g085250	MTR_1g108580	263
MTR_2g085250	MTR_2g030740	300
MTR_2g085250	MTR_2g085280	491
MTR_2g085250	MTR_2g093190	267
MTR_2g085250	MTR_3g030770	279
MTR_2g085250	MTR_3g052870	261
MTR_2g085250	MTR_3g052920	291
MTR_2g085250	MTR_5g045560	345
MTR_2g085250	MTR_5g053390	342
MTR_2g085250	MTR_5g055100	400
MTR_2g085250	MTR_7g062350	243
MTR_2g085250	MTR_8g043650	323
MTR_2g085280	MTR_0121s0080	278
MTR_2g085280	MTR_1g012570	295
MTR_2g085280	MTR_1g075600	315
MTR_2g085280	MTR_1g077360	316
MTR_2g085280	MTR_1g105905	276
MTR_2g085280	MTR_1g105910	301
MTR_2g085280	MTR_1g108510	274
MTR_2g085280	MTR_1g108580	262
MTR_2g085280	MTR_2g085250	491
MTR_2g085280	MTR_2g093190	268
MTR_2g085280	MTR_3g030770	279
MTR_2g085280	MTR_3g052870	258
MTR_2g085280	MTR_3g052920	289
MTR_2g085280	MTR_5g045560	347
MTR_2g085280	MTR_5g053390	344
MTR_2g085280	MTR_5g055100	402
MTR_2g085280	MTR_7g062350	245
MTR_2g085280	MTR_8g043650	325
MTR_2g085300	MTR_7g086720	379
MTR_2g085330	MTR_4g132200	711
MTR_2g086010	MTR_2g085155	254
MTR_2g086040	MTR_1g060550	583
MTR_2g086070	MTR_2g086090	735
MTR_2g086070	MTR_4g053785	724
MTR_2g086070	MTR_4g053880	758
MTR_2g086160	MTR_4g053350	812
MTR_2g086190	MTR_4g053440	180
MTR_2g086190	MTR_7g104320	159
MTR_2g086270	MTR_0020s0120	248
MTR_2g086270	MTR_1g060190	240
MTR_2g086270	MTR_6g033040	189
MTR_2g086270	MTR_7g084970	203
MTR_2g086270	MTR_7g085020	187
MTR_2g086270	MTR_7g104460	287
MTR_2g086283	MTR_2g083360	364
MTR_2g086283	MTR_2g083490	534
MTR_2g086290	MTR_1g060130	387
MTR_2g086290	MTR_1g060150	385
MTR_2g086290	MTR_2g086300	342
MTR_2g086300	MTR_2g086290	342
MTR_2g086300	MTR_3g104770	522
MTR_2g086300	MTR_4g053620	510
MTR_2g086350	MTR_1g016370	387
MTR_2g086350	MTR_1g080080	675
MTR_2g086350	MTR_2g018710	672
MTR_2g086350	MTR_2g435870	381
MTR_2g086350	MTR_3g110155	441
MTR_2g086350	MTR_4g046743	512
MTR_2g086350	MTR_5g054570	625
MTR_2g086350	MTR_5g055390	306
MTR_2g086350	MTR_7g029320	374
MTR_2g086350	MTR_8g006585	441
MTR_2g086350	MTR_8g006695	441
MTR_2g086380	MTR_4g129250	140
MTR_2g086380	MTR_5g021110	128
MTR_2g086380	MTR_7g010130	103
MTR_2g086380	MTR_7g093150	101
MTR_2g086390	MTR_2g086340	362
MTR_2g086500	MTR_3g070930	395
MTR_2g086500	MTR_5g012930	397
MTR_2g086530	MTR_4g052970	511
MTR_2g086530	MTR_4g084480	367
MTR_2g086630	MTR_2g086620	404
MTR_2g086630	MTR_2g086640	367
MTR_2g086630	MTR_4g052770	268
MTR_2g086630	MTR_4g052780	258
MTR_2g086640	MTR_2g086620	367
MTR_2g086640	MTR_2g086630	367
MTR_2g086640	MTR_4g052770	270
MTR_2g086640	MTR_4g052780	266
MTR_2g086690	MTR_4g052620	308
MTR_2g086700	MTR_2g086730	782
MTR_2g086700	MTR_7g090150	512
MTR_2g086730	MTR_2g086700	782
MTR_2g086730	MTR_7g090150	492
MTR_2g086850	MTR_2g086860	94.0
MTR_2g086940	MTR_2g018720	135
MTR_2g086940	MTR_2g089630	127
MTR_2g086970	MTR_7g105250	332
MTR_2g087110	MTR_2g087200	643
MTR_2g087110	MTR_8g009490	647
MTR_2g087200	MTR_2g087110	643
MTR_2g087200	MTR_8g009490	639
MTR_2g087230	MTR_7g106210	1026
MTR_2g087285	MTR_7g106260	394
MTR_2g087288	MTR_7g106260	447
MTR_2g087292	MTR_0009s0250	465
MTR_2g087295	MTR_4g051565	888
MTR_2g087430	MTR_2g087390	253
MTR_2g087460	MTR_2g087390	402
MTR_2g087460	MTR_2g087430	262
MTR_2g087530	MTR_4g050540	1635
MTR_2g087545	MTR_1g050805	93.2
MTR_2g087610	MTR_1g048320	301
MTR_2g087630	MTR_1g041330	122
MTR_2g087630	MTR_2g027315	110
MTR_2g087630	MTR_2g067480	109
MTR_2g087630	MTR_3g071495	104
MTR_2g087630	MTR_4g070990	103
MTR_2g087630	MTR_5g039320	114
MTR_2g087630	MTR_6g015177	101
MTR_2g087660	MTR_4g050420	609
MTR_2g087740	MTR_4g025900	161
MTR_2g087740	MTR_4g050300	218
MTR_2g087740	MTR_4g114730	184
MTR_2g087760	MTR_8g006800	328
MTR_2g087810	MTR_7g106760	472
MTR_2g087900	MTR_2g087960	539
MTR_2g087960	MTR_2g087900	539
MTR_2g087980	MTR_2g087950	819
MTR_2g087980	MTR_4g050000	874
MTR_2g088010	MTR_2g043540	67.8
MTR_2g088010	MTR_3g033050	67.0
MTR_2g088010	MTR_3g091950	73.2
MTR_2g088010	MTR_4g101770	77.8
MTR_2g088010	MTR_5g059810	73.9
MTR_2g088010	MTR_5g066290	65.9
MTR_2g088010	MTR_7g066930	75.5
MTR_2g088020	MTR_4g049730	387
MTR_2g088060	MTR_2g023880	206
MTR_2g088060	MTR_4g049540	266
MTR_2g088080	MTR_1g026410	795
MTR_2g088080	MTR_3g083390	543
MTR_2g088080	MTR_3g083400	542
MTR_2g088080	MTR_3g083410	499
MTR_2g088080	MTR_3g083430	540
MTR_2g088080	MTR_3g083440	546
MTR_2g088080	MTR_3g083450	542
MTR_2g088080	MTR_3g115050	806
MTR_2g088080	MTR_4g048350	937
MTR_2g088080	MTR_4g049390	950
MTR_2g088080	MTR_4g083190	564
MTR_2g088080	MTR_4g083210	551
MTR_2g088080	MTR_4g101650	522
MTR_2g088080	MTR_4g132320	776
MTR_2g088080	MTR_5g018270	642
MTR_2g088080	MTR_8g479380	607
MTR_2g088080	MTR_8g479390	652
MTR_2g088110	MTR_7g094300	207
MTR_2g088190	MTR_2g088200	583
MTR_2g088190	MTR_2g088220	596
MTR_2g088220	MTR_2g088200	578
MTR_2g088230	MTR_2g023430	175
MTR_2g088230	MTR_4g037225	124
MTR_2g088230	MTR_4g048510	203
MTR_2g088230	MTR_4g101090	173
MTR_2g088230	MTR_4g123760	124
MTR_2g088360	MTR_1g075520	1400
MTR_2g088360	MTR_4g048190	1763
MTR_2g088410	MTR_2g058950	256
MTR_2g088410	MTR_4g112550	457
MTR_2g088410	MTR_5g019740	288
MTR_2g088410	MTR_5g042130	360
MTR_2g088420	MTR_2g058950	228
MTR_2g088420	MTR_2g088410	291
MTR_2g088420	MTR_4g112550	288
MTR_2g088420	MTR_4g112560	226
MTR_2g088420	MTR_5g019740	332
MTR_2g088420	MTR_5g028740	269
MTR_2g088420	MTR_5g042120	297
MTR_2g088420	MTR_5g042130	296
MTR_2g088450	MTR_3g115910	937
MTR_2g088470	MTR_1g101280	705
MTR_2g088470	MTR_5g005600	660
MTR_2g088570	MTR_4g046877	213
MTR_2g088680	MTR_2g088610	182
MTR_2g088700	MTR_6g028140	297
MTR_2g088720	MTR_7g106580	212
MTR_2g088720	MTR_7g106600	224
MTR_2g088770	MTR_4g046713	494
MTR_2g088770	MTR_7g107520	347
MTR_2g088930	MTR_2g088980	379
MTR_2g088940	MTR_4g046680	373
MTR_2g088950	MTR_2g437670	705
MTR_2g089050	MTR_2g010840	187
MTR_2g089050	MTR_4g045673	235
MTR_2g089050	MTR_4g092130	211
MTR_2g089080	MTR_4g045743	3110
MTR_2g089120	MTR_2g089130	1006
MTR_2g089130	MTR_2g089120	1006
MTR_2g089160	MTR_4g097730	241
MTR_2g089160	MTR_7g052100	299
MTR_2g089170	MTR_0939s0010	208
MTR_2g089210	MTR_1g052885	181
MTR_2g089210	MTR_2g011400	139
MTR_2g089210	MTR_2g081300	116
MTR_2g089210	MTR_2g081350	111
MTR_2g089210	MTR_2g081440	112
MTR_2g089210	MTR_2g081580	147
MTR_2g089210	MTR_8g027180	118
MTR_2g089210	MTR_8g466250	137
MTR_2g089360	MTR_0280s0040	1194
MTR_2g089520	MTR_0008s0170	638
MTR_2g089520	MTR_1g071120	478
MTR_2g089520	MTR_2g011580	489
MTR_2g089520	MTR_2g047968	601
MTR_2g089580	MTR_4g050770	236
MTR_2g089610	MTR_0722s0030	55.8
MTR_2g089610	MTR_1g007930	64.3
MTR_2g089610	MTR_1g023110	92.4
MTR_2g089610	MTR_1g079880	100
MTR_2g089610	MTR_1g099450	92.8
MTR_2g089610	MTR_2g008340	89.7
MTR_2g089610	MTR_2g013390	63.2
MTR_2g089610	MTR_2g028540	62.4
MTR_2g089610	MTR_2g060750	59.3
MTR_2g089610	MTR_2g080970	87.4
MTR_2g089610	MTR_2g081920	67.8
MTR_2g089610	MTR_2g084130	68.9
MTR_2g089610	MTR_2g096390	63.9
MTR_2g089610	MTR_3g011900	63.9
MTR_2g089610	MTR_3g032420	99.0
MTR_2g089610	MTR_3g064410	65.5
MTR_2g089610	MTR_3g080570	85.9
MTR_2g089610	MTR_3g099410	105
MTR_2g089610	MTR_3g102110	95.1
MTR_2g089610	MTR_3g105500	65.5
MTR_2g089610	MTR_3g105940	63.9
MTR_2g089610	MTR_4g021590	63.9
MTR_2g089610	MTR_4g054770	102
MTR_2g089610	MTR_4g057350	57.8
MTR_2g089610	MTR_4g061190	82.0
MTR_2g089610	MTR_4g091310	71.2
MTR_2g089610	MTR_4g114840	74.7
MTR_2g089610	MTR_5g009950	64.7
MTR_2g089610	MTR_5g022980	100
MTR_2g089610	MTR_5g026560	47.0
MTR_2g089610	MTR_5g034080	85.1
MTR_2g089610	MTR_5g066470	66.2
MTR_2g089610	MTR_5g067520	84.3
MTR_2g089610	MTR_5g067710	63.9
MTR_2g089610	MTR_5g074460	63.9
MTR_2g089610	MTR_5g088870	102
MTR_2g089610	MTR_6g042730	76.6
MTR_2g089610	MTR_6g077880	97.8
MTR_2g089610	MTR_7g005490	54.7
MTR_2g089610	MTR_7g024360	97.8
MTR_2g089610	MTR_7g060830	64.7
MTR_2g089610	MTR_7g078750	66.6
MTR_2g089610	MTR_7g089240	104
MTR_2g089610	MTR_7g098020	104
MTR_2g089610	MTR_7g107370	58.5
MTR_2g089610	MTR_7g117020	92.4
MTR_2g089610	MTR_8g073350	99.4
MTR_2g089610	MTR_8g104320	60.5
MTR_2g089630	MTR_2g018720	119
MTR_2g089630	MTR_2g086940	127
MTR_2g089630	MTR_5g067450	119
MTR_2g089650	MTR_2g089735	655
MTR_2g089650	MTR_2g089755	780
MTR_2g089650	MTR_3g087640	597
MTR_2g089665	MTR_2g089670	426
MTR_2g089670	MTR_8g012750	507
MTR_2g089735	MTR_2g089755	675
MTR_2g089735	MTR_3g087640	586
MTR_2g089755	MTR_3g087640	578
MTR_2g089765	MTR_2g089665	452
MTR_2g089765	MTR_2g089670	628
MTR_2g089765	MTR_8g012750	571
MTR_2g089785	MTR_8g464780	687
MTR_2g089835	MTR_2g089925	85.5
MTR_2g089835	MTR_2g089930	82.0
MTR_2g089835	MTR_2g089945	82.4
MTR_2g089835	MTR_2g089950	84.0
MTR_2g089835	MTR_2g089970	80.1
MTR_2g089835	MTR_4g045990	75.1
MTR_2g089905	MTR_2g481150	82.0
MTR_2g089905	MTR_2g481160	81.3
MTR_2g089905	MTR_4g045990	95.9
MTR_2g089925	MTR_2g089835	85.5
MTR_2g089925	MTR_2g089905	93.2
MTR_2g089925	MTR_2g089930	103
MTR_2g089925	MTR_2g089940	94.4
MTR_2g089925	MTR_2g089945	102
MTR_2g089925	MTR_2g089950	161
MTR_2g089925	MTR_2g089960	94.4
MTR_2g089925	MTR_2g089965	90.1
MTR_2g089925	MTR_2g089970	110
MTR_2g089925	MTR_2g089985	94.4
MTR_2g089925	MTR_2g089990	103
MTR_2g089925	MTR_4g045990	102
MTR_2g089930	MTR_2g081155	92.0
MTR_2g089930	MTR_2g089835	82.0
MTR_2g089930	MTR_2g089905	99.0
MTR_2g089930	MTR_2g089925	103
MTR_2g089930	MTR_2g089940	99.8
MTR_2g089930	MTR_2g089945	177
MTR_2g089930	MTR_2g089950	104
MTR_2g089930	MTR_2g089960	99.8
MTR_2g089930	MTR_2g089965	93.6
MTR_2g089930	MTR_2g089970	110
MTR_2g089930	MTR_2g089985	99.8
MTR_2g089930	MTR_2g089990	103
MTR_2g089930	MTR_2g481150	88.2
MTR_2g089930	MTR_2g481160	90.5
MTR_2g089930	MTR_4g045990	116
MTR_2g089940	MTR_2g089905	127
MTR_2g089940	MTR_2g481160	73.2
MTR_2g089945	MTR_2g081155	91.3
MTR_2g089945	MTR_2g089835	82.4
MTR_2g089945	MTR_2g089905	104
MTR_2g089945	MTR_2g089925	102
MTR_2g089945	MTR_2g089930	177
MTR_2g089945	MTR_2g089940	100
MTR_2g089945	MTR_2g089950	104
MTR_2g089945	MTR_2g089960	100
MTR_2g089945	MTR_2g089965	97.1
MTR_2g089945	MTR_2g089970	112
MTR_2g089945	MTR_2g089985	100
MTR_2g089945	MTR_2g089990	106
MTR_2g089945	MTR_2g481150	90.9
MTR_2g089945	MTR_2g481160	92.8
MTR_2g089945	MTR_4g045990	118
MTR_2g089950	MTR_2g089835	84.0
MTR_2g089950	MTR_2g089905	97.4
MTR_2g089950	MTR_2g089925	161
MTR_2g089950	MTR_2g089930	104
MTR_2g089950	MTR_2g089940	97.8
MTR_2g089950	MTR_2g089945	104
MTR_2g089950	MTR_2g089960	97.8
MTR_2g089950	MTR_2g089965	93.6
MTR_2g089950	MTR_2g089970	110
MTR_2g089950	MTR_2g089985	97.8
MTR_2g089950	MTR_2g089990	103
MTR_2g089950	MTR_2g481160	79.3
MTR_2g089950	MTR_4g045990	108
MTR_2g089960	MTR_2g089905	127
MTR_2g089960	MTR_2g481160	73.2
MTR_2g089965	MTR_2g089905	120
MTR_2g089965	MTR_2g089940	120
MTR_2g089965	MTR_2g089960	120
MTR_2g089965	MTR_2g089985	120
MTR_2g089965	MTR_4g045990	86.7
MTR_2g089970	MTR_2g089835	80.1
MTR_2g089970	MTR_2g089905	110
MTR_2g089970	MTR_2g089925	110
MTR_2g089970	MTR_2g089930	110
MTR_2g089970	MTR_2g089940	105
MTR_2g089970	MTR_2g089945	112
MTR_2g089970	MTR_2g089950	110
MTR_2g089970	MTR_2g089960	105
MTR_2g089970	MTR_2g089965	101
MTR_2g089970	MTR_2g089985	105
MTR_2g089970	MTR_2g089990	171
MTR_2g089970	MTR_2g481150	80.1
MTR_2g089970	MTR_2g481160	81.6
MTR_2g089970	MTR_4g045990	124
MTR_2g089985	MTR_2g089905	127
MTR_2g089985	MTR_2g481160	73.2
MTR_2g089990	MTR_2g089905	108
MTR_2g089990	MTR_2g089925	103
MTR_2g089990	MTR_2g089930	103
MTR_2g089990	MTR_2g089940	102
MTR_2g089990	MTR_2g089945	106
MTR_2g089990	MTR_2g089950	103
MTR_2g089990	MTR_2g089960	102
MTR_2g089990	MTR_2g089965	100
MTR_2g089990	MTR_2g089970	171
MTR_2g089990	MTR_2g089985	102
MTR_2g089990	MTR_2g481150	80.5
MTR_2g089990	MTR_2g481160	80.9
MTR_2g089990	MTR_4g045990	121
MTR_2g090015	MTR_2g090010	123
MTR_2g090020	MTR_2g090010	148
MTR_2g090020	MTR_2g090015	139
MTR_2g090035	MTR_2g090045	251
MTR_2g090060	MTR_2g090070	440
MTR_2g090075	MTR_4g108640	158
MTR_2g090080	MTR_0072s0040	390
MTR_2g090115	MTR_2g012560	356
MTR_2g090115	MTR_4g046110	439
MTR_2g090115	MTR_4g090510	432
MTR_2g090115	MTR_5g027790	316
MTR_2g090120	MTR_4g046113	923
MTR_2g090135	MTR_7g059150	340
MTR_2g090165	MTR_4g052340	236
MTR_2g090165	MTR_6g023610	243
MTR_2g090165	MTR_6g035395	310
MTR_2g090165	MTR_7g110130	429
MTR_2g090165	MTR_7g110140	365
MTR_2g090165	MTR_7g110160	391
MTR_2g090185	MTR_4g037480	80.9
MTR_2g090185	MTR_4g037560	78.6
MTR_2g090190	MTR_4g037470	738
MTR_2g090190	MTR_7g080170	437
MTR_2g090240	MTR_4g089040	414
MTR_2g090245	MTR_2g090240	585
MTR_2g090245	MTR_4g089040	416
MTR_2g090245	MTR_4g089060	391
MTR_2g090250	MTR_2g013720	665
MTR_2g090255	MTR_3g064510	232
MTR_2g090255	MTR_3g435430	234
MTR_2g090265	MTR_2g090270	499
MTR_2g090270	MTR_2g090265	499
MTR_2g090295	MTR_8g465910	268
MTR_2g090305	MTR_0036s0260	216
MTR_2g090360	MTR_0004s0130	439
MTR_2g090390	MTR_4g078230	629
MTR_2g090480	MTR_2g090440	382
MTR_2g090480	MTR_4g078350	246
MTR_2g090520	MTR_2g090525	273
MTR_2g090575	MTR_8g094990	243
MTR_2g090575	MTR_8g095013	277
MTR_2g090575	MTR_8g095020	268
MTR_2g090585	MTR_0176s0070	801
MTR_2g090585	MTR_6g025730	639
MTR_2g090585	MTR_6g025790	628
MTR_2g090585	MTR_7g087960	771
MTR_2g090585	MTR_7g088440	606
MTR_2g090585	MTR_7g088470	624
MTR_2g090615	MTR_8g061360	469
MTR_2g090625	MTR_2g090725	117
MTR_2g090710	MTR_4g088320	1040
MTR_2g090725	MTR_2g090625	117
MTR_2g090760	MTR_3g008250	271
MTR_2g090760	MTR_4g078200	418
MTR_2g090760	MTR_8g046300	274
MTR_2g090810	MTR_3g040790	205
MTR_2g090810	MTR_3g081270	196
MTR_2g090810	MTR_8g020443	184
MTR_2g090845	MTR_3g005980	279
MTR_2g090865	MTR_0262s0050	252
MTR_2g090865	MTR_1g052475	262
MTR_2g090865	MTR_1g078200	231
MTR_2g090865	MTR_2g005510	293
MTR_2g090865	MTR_2g014990	360
MTR_2g090865	MTR_2g075950	333
MTR_2g090865	MTR_2g083860	308
MTR_2g090865	MTR_3g069510	295
MTR_2g090865	MTR_3g086980	254
MTR_2g090865	MTR_4g064897	291
MTR_2g090865	MTR_4g079350	359
MTR_2g090865	MTR_4g088090	360
MTR_2g090865	MTR_6g079550	257
MTR_2g090865	MTR_7g051940	226
MTR_2g090865	MTR_7g405790	236
MTR_2g090865	MTR_8g027220	241
MTR_2g090865	MTR_8g089985	253
MTR_2g090890	MTR_3g075390	347
MTR_2g090890	MTR_4g047610	339
MTR_2g090890	MTR_4g079440	450
MTR_2g090890	MTR_4g079470	336
MTR_2g090890	MTR_4g079800	337
MTR_2g090890	MTR_4g080730	335
MTR_2g090890	MTR_4g104370	320
MTR_2g090890	MTR_4g107930	346
MTR_2g090890	MTR_5g022560	352
MTR_2g090910	MTR_3g062600	421
MTR_2g090910	MTR_3g094230	456
MTR_2g090930	MTR_0336s0030	800
MTR_2g090930	MTR_3g457840	806
MTR_2g090960	MTR_4g079580	301
MTR_2g091000	MTR_3g007370	130
MTR_2g091000	MTR_3g031560	134
MTR_2g091010	MTR_2g091005	532
MTR_2g091030	MTR_2g091285	565
MTR_2g091030	MTR_2g091335	605
MTR_2g091080	MTR_2g091260	500
MTR_2g091080	MTR_2g093010	600
MTR_2g091105	MTR_2g091090	515
MTR_2g091105	MTR_2g091285	408
MTR_2g091130	MTR_2g091135	947
MTR_2g091135	MTR_2g091130	947
MTR_2g091145	MTR_1g011430	383
MTR_2g091145	MTR_1g013280	384
MTR_2g091145	MTR_1g013580	541
MTR_2g091145	MTR_1g013840	545
MTR_2g091145	MTR_1g014450	478
MTR_2g091145	MTR_1g016340	480
MTR_2g091145	MTR_1g021820	396
MTR_2g091145	MTR_1g021825	441
MTR_2g091145	MTR_2g047848	479
MTR_2g091145	MTR_2g047858	480
MTR_2g091145	MTR_2g047872	488
MTR_2g091145	MTR_4g057725	508
MTR_2g091145	MTR_5g040850	456
MTR_2g091155	MTR_2g091165	917
MTR_2g091175	MTR_2g015720	451
MTR_2g091175	MTR_2g073510	381
MTR_2g091175	MTR_3g021060	379
MTR_2g091175	MTR_3g035830	367
MTR_2g091175	MTR_3g049330	386
MTR_2g091175	MTR_4g079700	565
MTR_2g091175	MTR_4g087730	425
MTR_2g091175	MTR_4g088030	420
MTR_2g091175	MTR_5g034810	357
MTR_2g091210	MTR_2g091215	204
MTR_2g091245	MTR_2g091030	369
MTR_2g091245	MTR_2g091105	518
MTR_2g091250	MTR_2g091110	912
MTR_2g091335	MTR_2g091285	586
MTR_2g091370	MTR_2g091290	856
MTR_2g092930	MTR_2g076670	1696
MTR_2g092930	MTR_4g079860	1822
MTR_2g092930	MTR_8g463920	1754
MTR_2g092950	MTR_2g076400	258
MTR_2g092950	MTR_4g079930	268
MTR_2g092950	MTR_7g115700	192
MTR_2g092980	MTR_4g080030	1214
MTR_2g093100	MTR_4g061180	1245
MTR_2g093160	MTR_2g093180	910
MTR_2g093160	MTR_2g093640	843
MTR_2g093180	MTR_2g093640	806
MTR_2g093190	MTR_1g077360	265
MTR_2g093190	MTR_1g105905	251
MTR_2g093190	MTR_1g108510	395
MTR_2g093190	MTR_3g030770	389
MTR_2g093190	MTR_3g052870	261
MTR_2g093230	MTR_2g063823	904
MTR_2g093230	MTR_2g063863	901
MTR_2g093230	MTR_2g063920	882
MTR_2g093230	MTR_6g091980	877
MTR_2g093310	MTR_4g060950	271
MTR_2g093330	MTR_1g037100	393
MTR_2g093330	MTR_5g026700	398
MTR_2g093330	MTR_5g089410	389
MTR_2g093350	MTR_2g093390	854
MTR_2g093350	MTR_2g093410	757
MTR_2g093350	MTR_2g093590	818
MTR_2g093350	MTR_2g093620	806
MTR_2g093350	MTR_4g060780	505
MTR_2g093390	MTR_2g093620	800
MTR_2g093410	MTR_2g093390	732
MTR_2g093410	MTR_2g093590	718
MTR_2g093410	MTR_2g093620	716
MTR_2g093410	MTR_4g060780	439
MTR_2g093550	MTR_2g093630	405
MTR_2g093590	MTR_2g093390	807
MTR_2g093590	MTR_2g093620	841
MTR_2g093630	MTR_2g093550	405
MTR_2g093730	MTR_4g060510	1150
MTR_2g093740	MTR_4g060460	1116
MTR_2g093810	MTR_7g100990	279
MTR_2g093840	MTR_4g105400	303
MTR_2g093840	MTR_8g069590	295
MTR_2g093840	MTR_8g069600	314
